'from' | In regular: 172 | In spam: 192
'eastern' | In regular: 0 | In spam: 1
'hostage' | In regular: 0 | In spam: 1
'lively' | In regular: 0 | In spam: 1
'rare' | In regular: 0 | In spam: 1
'detail' | In regular: 0 | In spam: 1
'extraordinary' | In regular: 0 | In spam: 1
'criticslos' | In regular: 0 | In spam: 1
'angeles' | In regular: 0 | In spam: 1
'timespure' | In regular: 0 | In spam: 1
'sublime' | In regular: 0 | In spam: 1
'wholly' | In regular: 0 | In spam: 2
'exhilarating' | In regular: 0 | In spam: 1
'auel' | In regular: 0 | In spam: 1
'superb' | In regular: 0 | In spam: 1
'raconteur' | In regular: 0 | In spam: 1
'crafted' | In regular: 0 | In spam: 1
'consistently' | In regular: 0 | In spam: 1
'engaging' | In regular: 0 | In spam: 1
'adventure' | In regular: 0 | In spam: 1
'screenshots' | In regular: 0 | In spam: 1
'highlight' | In regular: 0 | In spam: 3
'artists' | In regular: 0 | In spam: 1
'restore' | In regular: 0 | In spam: 1
'searching' | In regular: 0 | In spam: 1
'sells' | In regular: 0 | In spam: 1
'flash' | In regular: 0 | In spam: 1
'kind' | In regular: 0 | In spam: 1
'iffy' | In regular: 0 | In spam: 1
'internetbased' | In regular: 0 | In spam: 1
'pmlistzip' | In regular: 0 | In spam: 1
'biddy' | In regular: 0 | In spam: 1
'unnamed' | In regular: 0 | In spam: 1
'original' | In regular: 0 | In spam: 3
'perrault' | In regular: 0 | In spam: 1
'survives' | In regular: 0 | In spam: 1
'grandmother' | In regular: 0 | In spam: 2
'devoured' | In regular: 0 | In spam: 1
'wolf' | In regular: 0 | In spam: 1
'escapes' | In regular: 0 | In spam: 1
'perraults' | In regular: 0 | In spam: 1
'rophetic' | In regular: 0 | In spam: 1
'engrossed' | In regular: 0 | In spam: 1
'believable' | In regular: 0 | In spam: 1
'charactors' | In regular: 0 | In spam: 1
'morealso' | In regular: 0 | In spam: 1
'recommendedleft' | In regular: 0 | In spam: 1
'dececration' | In regular: 0 | In spam: 1
'greatkristen' | In regular: 0 | In spam: 1
'unconfirmed' | In regular: 0 | In spam: 1
'forgive' | In regular: 0 | In spam: 1
'grisham' | In regular: 0 | In spam: 1
'researched' | In regular: 0 | In spam: 1
'heard' | In regular: 0 | In spam: 1
'wash' | In regular: 0 | In spam: 1
'humanlike' | In regular: 0 | In spam: 1
'aliens' | In regular: 0 | In spam: 1
'warner' | In regular: 0 | In spam: 1
'robins' | In regular: 0 | In spam: 1
'nabridged' | In regular: 0 | In spam: 1
'cassettes' | In regular: 0 | In spam: 7
'hrsbarnes' | In regular: 0 | In spam: 1
'arrives' | In regular: 0 | In spam: 1
'orde' | In regular: 0 | In spam: 1
'danlicari' | In regular: 0 | In spam: 1
'achieve' | In regular: 0 | In spam: 1
'ambitions' | In regular: 0 | In spam: 1
'mandino' | In regular: 0 | In spam: 1
'presents' | In regular: 0 | In spam: 1
'writings' | In regular: 0 | In spam: 1
'scrolls' | In regular: 0 | In spam: 1
'hafid' | In regular: 0 | In spam: 1
'greatest' | In regular: 0 | In spam: 1
'salesman' | In regular: 0 | In spam: 1
'baghshater' | In regular: 0 | In spam: 1
'dawn' | In regular: 0 | In spam: 1
'broke' | In regular: 0 | In spam: 2
'castle' | In regular: 0 | In spam: 1
'httpcharityfocusorgaboutvision' | In regular: 0 | In spam: 1
'calculations' | In regular: 0 | In spam: 1
'yegor' | In regular: 0 | In spam: 1
'frightened' | In regular: 0 | In spam: 1
'willson' | In regular: 0 | In spam: 1
'traferro' | In regular: 0 | In spam: 1
'dragging' | In regular: 0 | In spam: 1
'master' | In regular: 0 | In spam: 1
'slave' | In regular: 0 | In spam: 1
'configured' | In regular: 0 | In spam: 1
'eide' | In regular: 0 | In spam: 1
'super' | In regular: 0 | In spam: 1
'settle' | In regular: 0 | In spam: 2
'creditproblems' | In regular: 0 | In spam: 1
'credithistory' | In regular: 0 | In spam: 1
'getyour' | In regular: 0 | In spam: 1
'forgetting' | In regular: 0 | In spam: 1
'cellphone' | In regular: 0 | In spam: 1
'bucks' | In regular: 0 | In spam: 2
'nokia' | In regular: 0 | In spam: 2
'whenever' | In regular: 0 | In spam: 1
'nights' | In regular: 0 | In spam: 1
'weekends' | In regular: 0 | In spam: 1
'nationwide' | In regular: 0 | In spam: 1
'calling' | In regular: 0 | In spam: 1
'cost' | In regular: 0 | In spam: 1
'banan' | In regular: 0 | In spam: 1
'czubak' | In regular: 0 | In spam: 1
'bakleyhotmailcom' | In regular: 0 | In spam: 1
'reeneeroohotmailcom' | In regular: 0 | In spam: 1
'eunsuehotmailcom' | In regular: 0 | In spam: 1
'leianathotmailcom' | In regular: 0 | In spam: 1
'kellyeharrishotmailcom' | In regular: 0 | In spam: 1
'jacumurhotmailcom' | In regular: 0 | In spam: 1
'sunetabhadrahotmailcom' | In regular: 0 | In spam: 1
'donclevelandhotmailcom' | In regular: 0 | In spam: 1
'aokhotmailcom' | In regular: 0 | In spam: 1
'heemskerkrobhotmailcom' | In regular: 0 | In spam: 1
'noiselokihotmailcom' | In regular: 0 | In spam: 1
'samartishotmailcom' | In regular: 0 | In spam: 1
'mabowehotmailcom' | In regular: 0 | In spam: 1
'spoheyour' | In regular: 0 | In spam: 1
'bahcelors' | In regular: 0 | In spam: 1
'cassette' | In regular: 0 | In spam: 4
'bbcshop' | In regular: 0 | In spam: 16
'venda' | In regular: 0 | In spam: 18
'beeb' | In regular: 0 | In spam: 2
'ebiz' | In regular: 0 | In spam: 17
'arrowover' | In regular: 0 | In spam: 7
'items' | In regular: 0 | In spam: 1
'href' | In regular: 0 | In spam: 1
'stores' | In regular: 0 | In spam: 2
'phrase' | In regular: 0 | In spam: 2
'imageloadfailed' | In regular: 0 | In spam: 2
'arrowon' | In regular: 0 | In spam: 10
'comedy' | In regular: 0 | In spam: 2
'invt' | In regular: 0 | In spam: 1
'pack' | In regular: 0 | In spam: 5
'drama' | In regular: 0 | In spam: 3
'bookdetail' | In regular: 0 | In spam: 2
'magazines' | In regular: 0 | In spam: 2
'clothing' | In regular: 0 | In spam: 1
'arrowoff' | In regular: 0 | In spam: 7
'searchex' | In regular: 0 | In spam: 2
'quantity' | In regular: 0 | In spam: 2
'emailsignup' | In regular: 0 | In spam: 1
'vous' | In regular: 0 | In spam: 5
'tagline' | In regular: 0 | In spam: 1
'america' | In regular: 0 | In spam: 9
'beginners' | In regular: 0 | In spam: 2
'calendars' | In regular: 0 | In spam: 1
'releases' | In regular: 0 | In spam: 3
'biographies' | In regular: 0 | In spam: 3
'videos' | In regular: 0 | In spam: 2
'languages' | In regular: 0 | In spam: 1
'deliver' | In regular: 0 | In spam: 1
'favourites' | In regular: 0 | In spam: 1
'speedy' | In regular: 0 | In spam: 1
'approval' | In regular: 0 | In spam: 1
'qualified' | In regular: 0 | In spam: 1
'delima' | In regular: 0 | In spam: 1
'toro' | In regular: 0 | In spam: 1
'logan' | In regular: 0 | In spam: 1
'rees' | In regular: 0 | In spam: 1
'hortencia' | In regular: 0 | In spam: 1
'veiga' | In regular: 0 | In spam: 1
'etta' | In regular: 0 | In spam: 1
'bonneau' | In regular: 0 | In spam: 1
'orlowski' | In regular: 0 | In spam: 1
'lauzon' | In regular: 0 | In spam: 1
'cecil' | In regular: 0 | In spam: 1
'highfill' | In regular: 0 | In spam: 1
'rayford' | In regular: 0 | In spam: 1
'hagler' | In regular: 0 | In spam: 1
'islam' | In regular: 0 | In spam: 1
'fxfw' | In regular: 0 | In spam: 1
'ppriis' | In regular: 0 | In spam: 1
'hltn' | In regular: 0 | In spam: 1
'acting' | In regular: 0 | In spam: 1
'ssomee' | In regular: 0 | In spam: 1
'prnnstrr' | In regular: 0 | In spam: 1
'woodpeckers' | In regular: 0 | In spam: 2
'relatives' | In regular: 0 | In spam: 2
'thrive' | In regular: 0 | In spam: 2
'poorly' | In regular: 0 | In spam: 1
'songbirds' | In regular: 0 | In spam: 1
'placed' | In regular: 0 | In spam: 1
'textured' | In regular: 0 | In spam: 1
'feathers' | In regular: 0 | In spam: 2
'identify' | In regular: 0 | In spam: 2
'songs' | In regular: 0 | In spam: 2
'lists' | In regular: 0 | In spam: 2
'weighs' | In regular: 0 | In spam: 1
'heaviest' | In regular: 0 | In spam: 1
'flying' | In regular: 0 | In spam: 2
'creatures' | In regular: 0 | In spam: 1
'lightweight' | In regular: 0 | In spam: 1
'skeletons' | In regular: 0 | In spam: 1
'bones' | In regular: 0 | In spam: 1
'inhabit' | In regular: 0 | In spam: 1
'puddles' | In regular: 0 | In spam: 1
'bodies' | In regular: 0 | In spam: 1
'water' | In regular: 0 | In spam: 1
'diversity' | In regular: 0 | In spam: 1
'populations' | In regular: 0 | In spam: 2
'alerted' | In regular: 0 | In spam: 1
'possibility' | In regular: 0 | In spam: 1
'pesticides' | In regular: 0 | In spam: 1
'harm' | In regular: 0 | In spam: 1
'overly' | In regular: 0 | In spam: 1
'fragile' | In regular: 0 | In spam: 1
'decline' | In regular: 0 | In spam: 1
'parts' | In regular: 0 | In spam: 1
'closely' | In regular: 0 | In spam: 1
'storks' | In regular: 0 | In spam: 1
'vultures' | In regular: 0 | In spam: 1
'species' | In regular: 0 | In spam: 2
'insects' | In regular: 0 | In spam: 1
'fish' | In regular: 0 | In spam: 1
'meat' | In regular: 0 | In spam: 1
'seeds' | In regular: 0 | In spam: 1
'nectar' | In regular: 0 | In spam: 1
'fruit' | In regular: 0 | In spam: 1
'seabird' | In regular: 0 | In spam: 1
'atlantic' | In regular: 0 | In spam: 1
'ocean' | In regular: 0 | In spam: 1
'sailors' | In regular: 0 | In spam: 1
'gland' | In regular: 0 | In spam: 1
'dirtiest' | In regular: 0 | In spam: 2
'cumming' | In regular: 0 | In spam: 2
'footage' | In regular: 0 | In spam: 2
'confidentiality' | In regular: 0 | In spam: 2
'splatted' | In regular: 0 | In spam: 2
'onto' | In regular: 0 | In spam: 2
'waiting' | In regular: 0 | In spam: 2
'eating' | In regular: 0 | In spam: 1
'herbivorous' | In regular: 0 | In spam: 2
'proteinrich' | In regular: 0 | In spam: 1
'animal' | In regular: 0 | In spam: 1
'century' | In regular: 0 | In spam: 1
'explosive' | In regular: 0 | In spam: 1
'located' | In regular: 0 | In spam: 1
'bodys' | In regular: 0 | In spam: 1
'egglaying' | In regular: 0 | In spam: 1
'habit' | In regular: 0 | In spam: 1
'season' | In regular: 0 | In spam: 1
'landing' | In regular: 0 | In spam: 1
'requires' | In regular: 0 | In spam: 1
'deals' | In regular: 0 | In spam: 2
'satchithanandam' | In regular: 0 | In spam: 1
'janczak' | In regular: 0 | In spam: 1
'florianbeckhotmailcom' | In regular: 0 | In spam: 1
'jovypolhotmailcom' | In regular: 0 | In spam: 1
'dvalleehotmailcom' | In regular: 0 | In spam: 1
'anicamoyhotmailcom' | In regular: 0 | In spam: 1
'muneerhotmailcom' | In regular: 0 | In spam: 1
'palarajuhotmailcom' | In regular: 0 | In spam: 1
'samanthavancehotmailcom' | In regular: 0 | In spam: 1
'jacquiepmhotmailcom' | In regular: 0 | In spam: 1
'centricrhotmailcom' | In regular: 0 | In spam: 1
'lucasandradhotmailcom' | In regular: 0 | In spam: 1
'dulferhotmailcom' | In regular: 0 | In spam: 1
'ralaforethotmailcom' | In regular: 0 | In spam: 1
'florianbeharhotmailcom' | In regular: 0 | In spam: 1
'jovypthotmailcom' | In regular: 0 | In spam: 1
'delivered' | In regular: 0 | In spam: 1
'embarassing' | In regular: 0 | In spam: 1
'expires' | In regular: 0 | In spam: 1
'legal' | In regular: 0 | In spam: 2
'popupheight' | In regular: 0 | In spam: 4
'williams' | In regular: 0 | In spam: 2
'sans' | In regular: 0 | In spam: 22
'login' | In regular: 0 | In spam: 12
'hover' | In regular: 0 | In spam: 11
'robbie' | In regular: 0 | In spam: 2
'rand' | In regular: 0 | In spam: 1
'username' | In regular: 0 | In spam: 1
'serif' | In regular: 0 | In spam: 22
'bbcsurvey' | In regular: 0 | In spam: 1
'eminem' | In regular: 0 | In spam: 1
'herself' | In regular: 0 | In spam: 3
'totp' | In regular: 0 | In spam: 12
'shadow' | In regular: 0 | In spam: 1
'helvetica' | In regular: 0 | In spam: 21
'navactive' | In regular: 0 | In spam: 1
'snaps' | In regular: 0 | In spam: 3
'lookalike' | In regular: 0 | In spam: 6
'pics' | In regular: 0 | In spam: 1
'clipssmbg' | In regular: 0 | In spam: 1
'lane' | In regular: 0 | In spam: 3
'publish' | In regular: 0 | In spam: 4
'scarlet' | In regular: 0 | In spam: 2
'cookiestring' | In regular: 0 | In spam: 2
'gossip' | In regular: 0 | In spam: 1
'claire' | In regular: 0 | In spam: 1
'extraction' | In regular: 0 | In spam: 2
'popsearch' | In regular: 0 | In spam: 1
'album' | In regular: 0 | In spam: 3
'phil' | In regular: 0 | In spam: 1
'scrollbar' | In regular: 0 | In spam: 3
'muze' | In regular: 0 | In spam: 5
'mitch' | In regular: 0 | In spam: 2
'clipsbg' | In regular: 0 | In spam: 1
'perfectly' | In regular: 0 | In spam: 2
'messageboard' | In regular: 0 | In spam: 3
'avril' | In regular: 0 | In spam: 2
'datestring' | In regular: 0 | In spam: 1
'submitting' | In regular: 0 | In spam: 2
'kylie' | In regular: 0 | In spam: 1
'rating' | In regular: 0 | In spam: 4
'surveylaunch' | In regular: 0 | In spam: 2
'popupwidth' | In regular: 0 | In spam: 1
'extractcookies' | In regular: 0 | In spam: 2
'kate' | In regular: 0 | In spam: 2
'popupstring' | In regular: 0 | In spam: 2
'champion' | In regular: 0 | In spam: 1
'filmstripbg' | In regular: 0 | In spam: 2
'surveyroot' | In regular: 0 | In spam: 4
'highest' | In regular: 0 | In spam: 2
'wallpaper' | In regular: 0 | In spam: 1
'sallyanne' | In regular: 0 | In spam: 2
'darkshadow' | In regular: 0 | In spam: 1
'popuppath' | In regular: 0 | In spam: 1
'secret' | In regular: 0 | In spam: 1
'microsites' | In regular: 0 | In spam: 1
'lookalikes' | In regular: 0 | In spam: 3
'surveyexpiry' | In regular: 0 | In spam: 2
'removed' | In regular: 0 | In spam: 1
'navy' | In regular: 0 | In spam: 1
'dlight' | In regular: 0 | In spam: 1
'quizzes' | In regular: 0 | In spam: 1
'arrow' | In regular: 0 | In spam: 1
'charlie' | In regular: 0 | In spam: 1
'taken' | In regular: 0 | In spam: 1
'agree' | In regular: 0 | In spam: 2
'variables' | In regular: 0 | In spam: 1
'competitions' | In regular: 0 | In spam: 1
'somewhere' | In regular: 0 | In spam: 1
'pops' | In regular: 0 | In spam: 1
'backstage' | In regular: 0 | In spam: 1
'filmstripbgbig' | In regular: 0 | In spam: 1
'wood' | In regular: 0 | In spam: 1
'shots' | In regular: 0 | In spam: 1
'clipsbigbg' | In regular: 0 | In spam: 1
'upperlimit' | In regular: 0 | In spam: 1
'merle' | In regular: 0 | In spam: 1
'venters' | In regular: 0 | In spam: 1
'barbeau' | In regular: 0 | In spam: 1
'renato' | In regular: 0 | In spam: 1
'lindberg' | In regular: 0 | In spam: 1
'lofland' | In regular: 0 | In spam: 1
'marlena' | In regular: 0 | In spam: 1
'dinan' | In regular: 0 | In spam: 1
'mariano' | In regular: 0 | In spam: 1
'bozarth' | In regular: 0 | In spam: 1
'paola' | In regular: 0 | In spam: 1
'fouch' | In regular: 0 | In spam: 1
'wdxvi' | In regular: 0 | In spam: 1
'wttch' | In regular: 0 | In spam: 1
'bbannedthe' | In regular: 0 | In spam: 1
'hiltn' | In regular: 0 | In spam: 1
'grasslands' | In regular: 0 | In spam: 1
'wetlands' | In regular: 0 | In spam: 1
'islands' | In regular: 0 | In spam: 1
'theropod' | In regular: 0 | In spam: 1
'dinosaurs' | In regular: 0 | In spam: 1
'prior' | In regular: 0 | In spam: 1
'behaviors' | In regular: 0 | In spam: 1
'companionship' | In regular: 0 | In spam: 1
'assume' | In regular: 0 | In spam: 1
'religious' | In regular: 0 | In spam: 1
'significance' | In regular: 0 | In spam: 1
'cultures' | In regular: 0 | In spam: 1
'evolved' | In regular: 0 | In spam: 2
'reptile' | In regular: 0 | In spam: 1
'carnivorous' | In regular: 0 | In spam: 1
'penguins' | In regular: 0 | In spam: 1
'ancestors' | In regular: 0 | In spam: 1
'perching' | In regular: 0 | In spam: 1
'jeyaranjini' | In regular: 0 | In spam: 1
'beairsto' | In regular: 0 | In spam: 1
'chukatazhotmailcom' | In regular: 0 | In spam: 1
'tskulhotmailcom' | In regular: 0 | In spam: 1
'gastonnekehotmailcom' | In regular: 0 | In spam: 1
'yjmokhotmailcom' | In regular: 0 | In spam: 1
'joanabshotmailcom' | In regular: 0 | In spam: 1
'pvildosolahotmailcom' | In regular: 0 | In spam: 1
'mshavanhotmailcom' | In regular: 0 | In spam: 1
'shwahotmailcom' | In regular: 0 | In spam: 1
'browniehotmailcom' | In regular: 0 | In spam: 1
'oropezahotmailcom' | In regular: 0 | In spam: 1
'aliciastpihotmailcom' | In regular: 0 | In spam: 1
'debbiedotyhotmailcom' | In regular: 0 | In spam: 1
'ayeshahotmailcom' | In regular: 0 | In spam: 1
'rubpfhotmailcom' | In regular: 0 | In spam: 1
'emirodvhotmailcom' | In regular: 0 | In spam: 1
'susanahdezfhotmailcom' | In regular: 0 | In spam: 1
'hnnhotmailcom' | In regular: 0 | In spam: 1
'luibabyhotmailcom' | In regular: 0 | In spam: 1
'kulturkonsulentenhotmailcom' | In regular: 0 | In spam: 1
'chukatehotmailcom' | In regular: 0 | In spam: 1
'tskulasonhotmailcom' | In regular: 0 | In spam: 1
'gastonnethotmailcom' | In regular: 0 | In spam: 1
'yjmorganhotmailcom' | In regular: 0 | In spam: 1
'jllttj' | In regular: 0 | In spam: 1
'deliveered' | In regular: 0 | In spam: 1
'eyewitness' | In regular: 0 | In spam: 1
'survivors' | In regular: 0 | In spam: 2
'looks' | In regular: 0 | In spam: 1
'bush' | In regular: 0 | In spam: 9
'crash' | In regular: 0 | In spam: 1
'zones' | In regular: 0 | In spam: 1
'dessoy' | In regular: 0 | In spam: 1
'aweeshotmailcom' | In regular: 0 | In spam: 2
'garydwesthotmailcom' | In regular: 0 | In spam: 1
'ooonzinhotmailcom' | In regular: 0 | In spam: 1
'lucveilleuxhotmailcom' | In regular: 0 | In spam: 1
'emfoosterhofhotmailcom' | In regular: 0 | In spam: 1
'xorcisthotmailcom' | In regular: 0 | In spam: 1
'ksjaakhotmailcom' | In regular: 0 | In spam: 1
'msaeedzhotmailcom' | In regular: 0 | In spam: 1
'hkrvhotmailcom' | In regular: 0 | In spam: 1
'debbiedebzhotmailcom' | In regular: 0 | In spam: 1
'susangmrhotmailcom' | In regular: 0 | In spam: 1
'alicedukeshotmailcom' | In regular: 0 | In spam: 1
'putathotmailcom' | In regular: 0 | In spam: 1
'garydwilkinsonhotmailcom' | In regular: 0 | In spam: 1
'oooohotmailcom' | In regular: 0 | In spam: 1
'lucvekemanhotmailcom' | In regular: 0 | In spam: 1
'deliveredd' | In regular: 0 | In spam: 1
'deaf' | In regular: 0 | In spam: 3
'hussein' | In regular: 0 | In spam: 4
'newwindow' | In regular: 0 | In spam: 5
'getad' | In regular: 0 | In spam: 3
'believes' | In regular: 0 | In spam: 1
'currentoaspage' | In regular: 0 | In spam: 2
'nemesis' | In regular: 0 | In spam: 1
'ntlocation' | In regular: 0 | In spam: 4
'winopts' | In regular: 0 | In spam: 12
'copes' | In regular: 0 | In spam: 2
'directory' | In regular: 0 | In spam: 1
'snake' | In regular: 0 | In spam: 4
'ntwin' | In regular: 0 | In spam: 9
'hostile' | In regular: 0 | In spam: 2
'parent' | In regular: 0 | In spam: 5
'motoring' | In regular: 0 | In spam: 3
'timelines' | In regular: 0 | In spam: 3
'factfile' | In regular: 0 | In spam: 1
'subsidiary' | In regular: 0 | In spam: 2
'giant' | In regular: 0 | In spam: 3
'myname' | In regular: 0 | In spam: 2
'contains' | In regular: 0 | In spam: 1
'gulf' | In regular: 0 | In spam: 2
'capabilities' | In regular: 0 | In spam: 2
'defiant' | In regular: 0 | In spam: 1
'copyhistory' | In regular: 0 | In spam: 3
'military' | In regular: 0 | In spam: 2
'owned' | In regular: 0 | In spam: 3
'death' | In regular: 0 | In spam: 3
'alabama' | In regular: 0 | In spam: 2
'adsrv' | In regular: 0 | In spam: 2
'civilians' | In regular: 0 | In spam: 4
'bannertag' | In regular: 0 | In spam: 6
'weapons' | In regular: 0 | In spam: 1
'blair' | In regular: 0 | In spam: 2
'showarticle' | In regular: 0 | In spam: 3
'smallwindow' | In regular: 0 | In spam: 1
'vital' | In regular: 0 | In spam: 2
'baghdad' | In regular: 0 | In spam: 1
'falluja' | In regular: 0 | In spam: 2
'subscribers' | In regular: 0 | In spam: 2
